rendering_order,tag,attributes,text_context,depth,parent_index,parent_tag,text_length,sibling_index,link,children_count,same_tag_sibling_count,same_text_sibling_count,has_link,link_is_absolute,parent_has_link,is_leaf,word_count,letter_ratio,digit_ratio,whitespace_ratio,contains_date,contains_time,starts_with_digit,ends_with_digit,attribute_count,has_class,has_id,attr_has_word_name,attr_has_word_date,attr_has_word_time,attr_has_word_location,attr_has_word_link,text_has_word_name,text_has_word_date,text_word_time,text_word_description,text_word_location,text_word_am,text_word_pm,label,event_id,source,bio,in_event,start_event,is_synthetic
42,Li,class:nav-item,instagram,7,41,Nav,9,1,,0,7,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_005,0,0,0,True
43,Li,class:nav-item,facebook,6,42,Nav,8,5,,0,3,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_005,0,0,0,True
44,Li,class:nav-item,calendar,5,43,Nav,8,5,,0,1,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_005,0,0,0,True
45,A,class:nav-item,privacy policy,6,44,Header,14,4,,0,1,0,0,0,0,1,2,0.9285714285714286,0.0,0.07142857142857142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_005,0,0,0,True
46,A,class:nav-item,sponsors,8,45,Nav,8,2,,0,8,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_005,0,0,0,True
47,Div,class:event-field-name,greenhill high school,5,46,Section,21,0,,0,8,0,0,0,0,1,3,1.0,0.0,0.09523809523809523,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,6.0,synth_namefirst_005,1,1,1,True
48,Div,class:event-field-date,"jul 18, 2026",5,47,Table,12,1,,0,12,0,0,0,0,1,3,0.4166666666666667,0.5,0.16666666666666666,1,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Date,6.0,synth_namefirst_005,2,1,0,True
49,Span,class:event-field-location,college of the pines gymnasium,4,48,Ul,30,2,,0,4,0,0,0,0,1,5,1.0,0.0,0.13333333333333333,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,6.0,synth_namefirst_005,2,1,0,True
50,Span,class:nav-item,news,8,49,Div,4,1,,0,1,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_005,0,0,0,True
51,Div,class:event-field-name,stonegate high school,5,50,Table,21,0,,0,12,0,0,0,0,1,3,1.0,0.0,0.09523809523809523,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,7.0,synth_namefirst_005,1,1,1,True
52,Td,class:event-field-date,"monday, april 7th",4,51,Ul,17,1,,0,2,0,0,0,0,1,3,0.8823529411764706,0.058823529411764705,0.11764705882352941,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Date,7.0,synth_namefirst_005,2,1,0,True
53,A,class:event-field-location,"nashua, nh",6,52,Section,10,2,,0,3,0,0,0,0,1,2,0.9,0.0,0.1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,7.0,synth_namefirst_005,2,1,0,True
54,Li,class:nav-item,past events,7,53,Div,11,4,,0,6,0,0,0,0,1,2,0.9090909090909091,0.0,0.09090909090909091,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_005,0,0,0,True
55,A,class:nav-item,event details,3,54,Div,13,1,,0,5,0,0,0,0,1,2,0.9230769230769231,0.0,0.07692307692307693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_005,0,0,0,True
56,Header,class:nav-item,site map,6,55,Footer,8,4,,0,1,0,0,0,0,1,2,0.875,0.0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_005,0,0,0,True
57,Nav,class:nav-item,twitter,5,56,Div,7,1,,0,6,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_005,0,0,0,True
58,P,class:nav-item,bookmark,4,57,Header,8,1,,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_005,0,0,0,True
59,Div,class:nav-item,share this page,5,58,Nav,15,0,,0,0,0,0,0,0,1,3,0.8666666666666667,0.0,0.13333333333333333,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_005,0,0,0,True
0,Span,class:nav-item,featured events,7,-1,Nav,15,1,,0,6,0,0,0,0,1,2,0.9333333333333333,0.0,0.06666666666666667,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
1,Li,class:nav-item,volunteer,4,0,Header,9,4,,0,8,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
2,Nav,class:nav-item,about,6,1,Header,5,0,,0,2,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
3,Nav,class:nav-item,calendar,8,2,Footer,8,4,,0,4,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
4,Nav,class:nav-item,register,5,3,Header,8,2,,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
5,P,class:event-field-name,evergreen college,4,4,Table,17,0,,0,7,0,0,0,0,1,2,1.0,0.0,0.058823529411764705,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,0.0,synth_namefirst_006,1,1,1,True
6,Div,class:event-field-date,"friday, may 9th",7,5,Ul,15,1,,0,13,0,0,0,0,1,3,0.8666666666666667,0.06666666666666667,0.13333333333333333,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Date,0.0,synth_namefirst_006,2,1,0,True
7,Td,class:event-field-starttime,3:00pm,5,6,Table,6,2,,0,7,0,0,0,0,1,1,0.3333333333333333,0.5,0.0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,StartTime,0.0,synth_namefirst_006,2,1,0,True
8,P,class:event-field-endtime,9:00pm,7,7,Section,6,3,,0,3,0,0,0,0,1,1,0.3333333333333333,0.5,0.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,EndTime,0.0,synth_namefirst_006,2,1,0,True
9,Td,class:event-field-location,"springfield, il",7,8,Section,15,4,,0,7,0,0,0,0,1,2,0.9333333333333333,0.0,0.06666666666666667,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,0.0,synth_namefirst_006,2,1,0,True
10,Span,class:event-field-description,open to the public,7,9,Table,18,5,,0,8,0,0,0,0,1,4,1.0,0.0,0.16666666666666666,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Description,0.0,synth_namefirst_006,2,1,0,True
11,Span,class:nav-item,newsletter signup,8,10,Header,17,4,,0,2,0,0,0,0,1,2,0.9411764705882353,0.0,0.058823529411764705,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
12,A,class:nav-item,skip to main content,7,11,Div,20,4,,0,8,0,0,0,0,1,4,0.85,0.0,0.15,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
13,A,class:event-field-name,harborside high school,4,12,Div,22,0,,0,2,0,0,0,0,1,3,1.0,0.0,0.09090909090909091,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,1.0,synth_namefirst_006,1,1,1,True
14,A,class:event-field-date,4/7/26,6,13,Section,6,1,,0,7,0,0,0,0,1,1,0.0,0.6666666666666666,0.0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Date,1.0,synth_namefirst_006,2,1,0,True
15,Td,class:event-field-starttime,9:00am,7,14,Div,6,2,,0,3,0,0,0,0,1,1,0.3333333333333333,0.5,0.0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,StartTime,1.0,synth_namefirst_006,2,1,0,True
16,Div,class:event-field-endtime,noon,7,15,Ul,4,3,,0,4,0,0,0,0,1,1,1.0,0.0,0.0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,EndTime,1.0,synth_namefirst_006,2,1,0,True
17,Li,class:event-field-location,oak park gymnasium,5,16,Section,18,4,,0,7,0,0,0,0,1,3,1.0,0.0,0.1111111111111111,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,1.0,synth_namefirst_006,2,1,0,True
18,Div,class:nav-item,skip to main content,8,17,Header,20,2,,0,6,0,0,0,0,1,4,0.85,0.0,0.15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
19,Td,class:event-field-name,silverlake university,5,18,Div,21,0,,0,15,0,0,0,0,1,2,1.0,0.0,0.047619047619047616,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,2.0,synth_namefirst_006,1,1,1,True
20,P,class:event-field-date,"sunday, july 20th",5,19,Ul,17,1,,0,5,0,0,0,0,1,3,0.8235294117647058,0.11764705882352941,0.11764705882352941,1,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Date,2.0,synth_namefirst_006,2,1,0,True
21,Div,class:event-field-starttime,12:30pm,5,20,Div,7,2,,0,11,0,0,0,0,1,1,0.2857142857142857,0.5714285714285714,0.0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,StartTime,2.0,synth_namefirst_006,2,1,0,True
22,A,class:event-field-endtime,6pm,4,21,Table,3,3,,0,8,0,0,0,0,1,1,0.6666666666666666,0.3333333333333333,0.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,EndTime,2.0,synth_namefirst_006,2,1,0,True
23,Span,class:event-field-location,northgate university ballroom,5,22,Div,29,4,,0,15,0,0,0,0,1,3,1.0,0.0,0.06896551724137931,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,2.0,synth_namefirst_006,2,1,0,True
24,Li,class:nav-item,registration information,7,23,Div,24,4,,0,7,0,0,0,0,1,2,0.9583333333333334,0.0,0.041666666666666664,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
25,Div,class:event-field-name,greenhill high school,7,24,Ul,21,0,,0,5,0,0,0,0,1,3,1.0,0.0,0.09523809523809523,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,3.0,synth_namefirst_006,1,1,1,True
26,Div,class:event-field-date,"wednesday, october 8th",4,25,Table,22,1,,0,4,0,0,0,0,1,3,0.9090909090909091,0.045454545454545456,0.09090909090909091,1,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Date,3.0,synth_namefirst_006,2,1,0,True
27,Td,class:event-field-starttime,3:00pm,7,26,Ul,6,2,,0,2,0,0,0,0,1,1,0.3333333333333333,0.5,0.0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,StartTime,3.0,synth_namefirst_006,2,1,0,True
28,Td,class:event-field-endtime,1:00pm,5,27,Ul,6,3,,0,15,0,0,0,0,1,1,0.3333333333333333,0.5,0.0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,EndTime,3.0,synth_namefirst_006,2,1,0,True
29,Div,class:event-field-location,forest park fieldhouse,5,28,Section,22,4,,0,12,0,0,0,0,1,3,1.0,0.0,0.09090909090909091,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,3.0,synth_namefirst_006,2,1,0,True
30,Div,class:nav-item,page 1 of 3,5,29,Nav,11,0,,0,0,0,0,0,0,1,4,0.5454545454545454,0.18181818181818182,0.2727272727272727,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
31,Li,class:nav-item,search,4,30,Div,6,3,,0,1,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
32,P,class:event-field-name,coastal community college,5,31,Div,25,0,,0,8,0,0,0,0,1,3,1.0,0.0,0.08,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,4.0,synth_namefirst_006,1,1,1,True
33,A,class:event-field-date,2/3/26,6,32,Table,6,1,,0,4,0,0,0,0,1,1,0.0,0.6666666666666666,0.0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Date,4.0,synth_namefirst_006,2,1,0,True
34,P,class:event-field-starttime,12:30pm,7,33,Table,7,2,,0,8,0,0,0,0,1,1,0.2857142857142857,0.5714285714285714,0.0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,StartTime,4.0,synth_namefirst_006,2,1,0,True
35,Li,class:event-field-endtime,12:30pm,5,34,Div,7,3,,0,15,0,0,0,0,1,1,0.2857142857142857,0.5714285714285714,0.0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,EndTime,4.0,synth_namefirst_006,2,1,0,True
36,A,class:event-field-location,"sacramento, ca",5,35,Table,14,4,,0,13,0,0,0,0,1,2,0.9285714285714286,0.0,0.07142857142857142,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,4.0,synth_namefirst_006,2,1,0,True
37,Nav,class:nav-item,this event has passed,4,36,Footer,21,2,,0,7,0,0,0,0,1,4,0.8571428571428571,0.0,0.14285714285714285,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
38,Div,class:nav-item,newsletter signup,6,37,Div,17,0,,0,4,0,0,0,0,1,2,0.9411764705882353,0.0,0.058823529411764705,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
39,Header,class:nav-item,registration closed,6,38,Header,19,1,,0,4,0,0,0,0,1,2,0.9473684210526315,0.0,0.05263157894736842,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
40,Div,class:nav-item,for more information contact,3,39,Footer,28,5,,0,0,0,0,0,0,1,4,0.8928571428571429,0.0,0.10714285714285714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
41,Li,class:event-field-name,creekside academy,5,40,Div,17,0,,0,7,0,0,0,0,1,2,1.0,0.0,0.058823529411764705,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,5.0,synth_namefirst_006,1,1,1,True
42,Td,class:event-field-date,"wednesday, april 23rd",7,41,Div,21,1,,0,2,0,0,0,0,1,3,0.8571428571428571,0.09523809523809523,0.09523809523809523,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Date,5.0,synth_namefirst_006,2,1,0,True
43,A,class:event-field-starttime,4:30pm,7,42,Section,6,2,,0,7,0,0,0,0,1,1,0.3333333333333333,0.5,0.0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,StartTime,5.0,synth_namefirst_006,2,1,0,True
44,Td,class:event-field-endtime,6:00pm,6,43,Div,6,3,,0,7,0,0,0,0,1,1,0.3333333333333333,0.5,0.0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,EndTime,5.0,synth_namefirst_006,2,1,0,True
45,Li,class:event-field-location,westview community center,7,44,Div,25,4,,0,8,0,0,0,0,1,3,1.0,0.0,0.08,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,5.0,synth_namefirst_006,2,1,0,True
46,P,class:event-field-description,open to the public,4,45,Ul,18,5,,0,9,0,0,0,0,1,4,1.0,0.0,0.16666666666666666,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Description,5.0,synth_namefirst_006,2,1,0,True
47,A,class:nav-item,about,5,46,Nav,5,3,,0,1,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
48,Div,class:nav-item,stay tuned,3,47,Nav,10,1,,0,2,0,0,0,0,1,2,0.9,0.0,0.1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
49,Div,class:event-field-name,northview college,7,48,Section,17,0,,0,6,0,0,0,0,1,2,1.0,0.0,0.058823529411764705,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,6.0,synth_namefirst_006,1,1,1,True
50,P,class:event-field-date,"thursday, december 11th",5,49,Section,23,1,,0,9,0,0,0,0,1,3,0.8695652173913043,0.08695652173913043,0.08695652173913043,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Date,6.0,synth_namefirst_006,2,1,0,True
51,Div,class:event-field-starttime,4:00pm,7,50,Ul,6,2,,0,11,0,0,0,0,1,1,0.3333333333333333,0.5,0.0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,StartTime,6.0,synth_namefirst_006,2,1,0,True
52,Span,class:event-field-endtime,1pm,4,51,Table,3,3,,0,13,0,0,0,0,1,1,0.6666666666666666,0.3333333333333333,0.0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,EndTime,6.0,synth_namefirst_006,2,1,0,True
53,Li,class:event-field-location,"las vegas, nv",7,52,Div,13,4,,0,2,0,0,0,0,1,3,0.9230769230769231,0.0,0.15384615384615385,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,6.0,synth_namefirst_006,2,1,0,True
54,A,class:nav-item,load more,7,53,Nav,9,0,,0,4,0,0,0,0,1,2,0.8888888888888888,0.0,0.1111111111111111,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
55,P,class:nav-item,site map,3,54,Header,8,1,,0,3,0,0,0,0,1,2,0.875,0.0,0.125,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
56,A,class:nav-item,upcoming events,4,55,Nav,15,3,,0,0,0,0,0,0,1,2,0.9333333333333333,0.0,0.06666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
57,Nav,class:nav-item,events,7,56,Header,6,4,,0,5,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
58,Span,class:nav-item,search,3,57,Nav,6,2,,0,5,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
59,A,class:nav-item,accessibility,8,58,Header,13,1,,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
60,Td,class:event-field-name,valley view college,4,59,Ul,19,0,,0,2,0,0,0,0,1,3,1.0,0.0,0.10526315789473684,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Name,7.0,synth_namefirst_006,1,1,1,True
61,Td,class:event-field-date,"saturday, september 6th",5,60,Ul,23,1,,0,9,0,0,0,0,1,3,0.9130434782608695,0.043478260869565216,0.08695652173913043,1,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Date,7.0,synth_namefirst_006,2,1,0,True
62,Td,class:event-field-starttime,3:30pm,7,61,Div,6,2,,0,7,0,0,0,0,1,1,0.3333333333333333,0.5,0.0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,StartTime,7.0,synth_namefirst_006,2,1,0,True
63,Li,class:event-field-endtime,11:30am,4,62,Table,7,3,,0,10,0,0,0,0,1,1,0.2857142857142857,0.5714285714285714,0.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,EndTime,7.0,synth_namefirst_006,2,1,0,True
64,A,class:event-field-location,northgate university ballroom,4,63,Ul,29,4,,0,6,0,0,0,0,1,3,1.0,0.0,0.06896551724137931,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,7.0,synth_namefirst_006,2,1,0,True
65,A,class:nav-item,footer,3,64,Div,6,4,,0,6,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
66,Span,class:nav-item,twitter,8,65,Footer,7,5,,0,3,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
67,Header,class:nav-item,this event has passed,8,66,Nav,21,2,,0,6,0,0,0,0,1,4,0.8571428571428571,0.0,0.14285714285714285,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
68,Header,class:nav-item,venue information,5,67,Header,17,3,,0,1,0,0,0,0,1,2,0.9411764705882353,0.0,0.058823529411764705,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
69,P,class:nav-item,facebook,7,68,Footer,8,1,,0,3,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_006,0,0,0,True
0,Nav,class:nav-item,instagram,5,-1,Nav,9,4,,0,8,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_007,0,0,0,True
1,Header,class:nav-item,registration information,4,0,Footer,24,3,,0,0,0,0,0,0,1,2,0.9583333333333334,0.0,0.041666666666666664,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_007,0,0,0,True
2,Div,class:nav-item,filter by date,6,1,Div,14,0,,0,3,0,0,0,0,1,3,0.8571428571428571,0.0,0.14285714285714285,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_007,0,0,0,True
3,A,class:nav-item,event details,5,2,Nav,13,2,,0,4,0,0,0,0,1,2,0.9230769230769231,0.0,0.07692307692307693,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_007,0,0,0,True
4,A,class:nav-item,print page,8,3,Footer,10,4,,0,3,0,0,0,0,1,2,0.9,0.0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_007,0,0,0,True
5,P,class:nav-item,past events,4,4,Div,11,3,,0,3,0,0,0,0,1,2,0.9090909090909091,0.0,0.09090909090909091,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_007,0,0,0,True
6,P,class:nav-item,page 1 of 3,8,5,Nav,11,5,,0,7,0,0,0,0,1,4,0.5454545454545454,0.18181818181818182,0.2727272727272727,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_007,0,0,0,True
7,Div,class:nav-item,past events,3,6,Nav,11,1,,0,1,0,0,0,0,1,2,0.9090909090909091,0.0,0.09090909090909091,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_007,0,0,0,True
8,Li,class:event-field-namelink,millbrook college,6,7,Ul,17,0,,0,15,0,1,1,0,1,2,1.0,0.0,0.058823529411764705,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NameLink,0.0,synth_namefirst_007,1,1,1,True
9,Span,class:event-field-datetime,"may 22, 2026",7,8,Table,12,1,,0,6,0,0,0,0,1,3,0.4166666666666667,0.5,0.16666666666666666,1,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,DateTime,0.0,synth_namefirst_007,2,1,0,True
10,Div,class:event-field-location,"miami, fl",7,9,Section,9,2,,0,7,0,0,0,0,1,2,0.8888888888888888,0.0,0.1111111111111111,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,0.0,synth_namefirst_007,2,1,0,True
11,Span,class:nav-item,check back for updates,8,10,Div,22,0,,0,1,0,0,0,0,1,4,0.8636363636363636,0.0,0.13636363636363635,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_007,0,0,0,True
12,Div,class:nav-item,© 2026 all rights reserved,8,11,Nav,26,1,,0,5,0,0,0,0,1,5,0.6538461538461539,0.15384615384615385,0.15384615384615385,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_007,0,0,0,True
13,Header,class:nav-item,members,7,12,Footer,7,3,,0,1,0,0,0,0,1,1,1.0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_007,0,0,0,True
14,Header,class:nav-item,college fair information,6,13,Header,24,5,,0,1,0,0,0,0,1,3,0.9166666666666666,0.0,0.08333333333333333,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_007,0,0,0,True
15,Li,class:event-field-namelink,brookside high school,4,14,Ul,21,0,,0,7,0,1,1,0,1,3,1.0,0.0,0.09523809523809523,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NameLink,1.0,synth_namefirst_007,1,1,1,True
16,P,class:event-field-datetime,"friday, december 19th",4,15,Div,21,1,,0,5,0,0,0,0,1,3,0.8571428571428571,0.09523809523809523,0.09523809523809523,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,DateTime,1.0,synth_namefirst_007,2,1,0,True
17,Td,class:event-field-location,crown plaza ballroom,7,16,Div,20,2,,0,9,0,0,0,0,1,3,1.0,0.0,0.1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Location,1.0,synth_namefirst_007,2,1,0,True
18,Li,class:nav-item,event details,3,17,Header,13,3,,0,3,0,0,0,0,1,2,0.9230769230769231,0.0,0.07692307692307693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_007,0,0,0,True
19,Header,class:nav-item,read more,4,18,Header,9,2,,0,3,0,0,0,0,1,2,0.8888888888888888,0.0,0.1111111111111111,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,synth_namefirst_007,0,0,0,True
